algorithm,version,coverage,metric
casanovo,5.0.0,"[9.386718731666565e-07, 0.0031445507751082995, 0.006288162878343432, 0.009431774981578564, 0.012576325756686864, 0.015719937859921998, 0.018863549963157127, 0.022008100738265427, 0.02515171284150056, 0.028295324944735693, 0.03143893704797083, 0.03458348782307913, 0.037727099926314255, 0.04087071202954939, 0.04401526280465769, 0.04715887490789282, 0.05030248701112795, 0.053446099114363085, 0.056590649889471385, 0.05973426199270652, 0.06287787409594166, 0.06602242487104995, 0.06916603697428508, 0.07230964907752022, 0.07545326118075535, 0.07859781195586364, 0.08174142405909877, 0.08488503616233391, 0.08802958693744221, 0.09117319904067735, 0.09431681114391248, 0.09746136191902077, 0.1006049740222559, 0.10374858612549104, 0.10689219822872617, 0.11003674900383448, 0.11318036110706961, 0.11632397321030474, 0.11946852398541304, 0.12261213608864817, 0.12575574819188332, 0.12889936029511845, 0.13204391107022673, 0.13518752317346186, 0.138331135276697, 0.1414756860518053, 0.14461929815504043, 0.14776291025827556, 0.1509065223615107, 0.154051073136619, 0.15719468523985414, 0.16033829734308927, 0.16348284811819755, 0.16662646022143268, 0.16977007232466781, 0.17291462309977612, 0.17605823520301125, 0.1792018473062464, 0.18234545940948152, 0.18549001018458983, 0.18863362228782496, 0.1917772343910601, 0.1949217851661684, 0.19806539726940353, 0.20120900937263866, 0.2043526214758738, 0.20749717225098208, 0.2106407843542172, 0.21378439645745234, 0.21692894723256065, 0.22007255933579578, 0.2232161714390309, 0.22635978354226605, 0.22950433431737435, 0.23264794642060949, 0.23579155852384462, 0.2389361092989529, 0.24207972140218803, 0.24522333350542316, 0.24836788428053147, 0.25151149638376663, 0.25465510848700174, 0.2577987205902369, 0.2609432713653452, 0.2640868834685803, 0.26723049557181544, 0.2703750463469237, 0.2735186584501589, 0.276662270553394, 0.27980588265662915, 0.2829504334317374, 0.2860940455349726, 0.2892376576382077, 0.292382208413316, 0.29552582051655113, 0.2986694326197863, 0.3018130447230214, 0.3049575954981297, 0.30810120760136483, 0.31124481970459994, 0.3143893704797083, 0.3175329825829434, 0.32067659468617854, 0.3238211454612868, 0.326964757564522, 0.3301083696677571, 0.33325198177099224, 0.3363965325461005, 0.33954014464933563, 0.3426837567525708, 0.34582830752767907, 0.34897191963091423, 0.35211553173414933, 0.3552591438373845, 0.3584036946124928, 0.36154730671572793, 0.36469091881896304, 0.3678354695940714, 0.3709790816973065, 0.37412269380054164, 0.37726630590377674, 0.380410856678885, 0.3835544687821202, 0.3866980808853553, 0.3898426316604636, 0.39298624376369873, 0.3961298558669339, 0.39927440664204217, 0.40241801874527733, 0.40556163084851243, 0.4087052429517476, 0.4118497937268559, 0.414993405830091, 0.41813701793332614, 0.4212815687084344, 0.4244251808116696, 0.4275687929149047, 0.43071240501813984, 0.4338569557932481, 0.4370005678964833, 0.4401441799997184, 0.4432887307748267, 0.4464323428780618, 0.449575954981297, 0.4527195670845321, 0.45586411785964037, 0.45900772996287553, 0.46215134206611064, 0.46529589284121897, 0.4684395049444541, 0.47158311704768924, 0.4747276678227975, 0.4778712799260327, 0.4810148920292678, 0.48415850413250294, 0.4873030549076112, 0.4904466670108463, 0.4935902791140815, 0.49673482988918977, 0.4998784419924249, 0.50302205409566, 0.5061656661988951, 0.5093102169740035, 0.5124538290772386, 0.5155974411804738, 0.518741991955582, 0.5218856040588172, 0.5250292161620523, 0.5281728282652874, 0.5313173790403958, 0.5344609911436309, 0.537604603246866, 0.5407491540219743, 0.5438927661252094, 0.5470363782284445, 0.5501809290035529, 0.553324541106788, 0.5564681532100232, 0.5596117653132583, 0.5627563160883665, 0.5658999281916017, 0.5690435402948368, 0.5721880910699452, 0.5753317031731803, 0.5784753152764154, 0.5816189273796505, 0.5847634781547588, 0.5879070902579939, 0.5910507023612291, 0.5941952531363374, 0.5973388652395726, 0.6004824773428077, 0.6036260894460428, 0.6067706402211511, 0.6099142523243862, 0.6130578644276213, 0.6162024152027297, 0.6193460273059648, 0.6224896394091999, 0.6256341901843082]","[0.08722885389282135, 0.07103002231961612, 0.07183701736265743, 0.06512791882497718, 0.0633159373414493, 0.05956584262378392, 0.0533091761507393, 0.05351821059504164, 0.04830666842892328, 0.0475925134991628, 0.04843576180587006, 0.047897558397903786, 0.0440944482421841, 0.04011079467993206, 0.03566901521991455, 0.03921693895948944, 0.03834022889116463, 0.03659496222135819, 0.032393141757346484, 0.03594110826578761, 0.03159404351463026, 0.02919713906159309, 0.032165580245194524, 0.031878291881187036, 0.03167938993670579, 0.03256100987432116, 0.030491358840831793, 0.028863354391590858, 0.02837575479547584, 0.027727416241589357, 0.026411834892792013, 0.02723303055702792, 0.02545699565704104, 0.024104020473404722, 0.022752208789587225, 0.023709784496382925, 0.021357053250112543, 0.02485288647007397, 0.02177057640932337, 0.02255148128226107, 0.021180010399106997, 0.022662401321999155, 0.019601773917573506, 0.01945305611907963, 0.022492580871932184, 0.020614930258049356, 0.020225580894694943, 0.018964759265218324, 0.020052086202411144, 0.020500773729551686, 0.017534878261911496, 0.01837914479928645, 0.018545695801099396, 0.01859271690639927, 0.020102101129828655, 0.016674032896007017, 0.016844473862961104, 0.017733251977631318, 0.016549247424415353, 0.01680585634306979, 0.016381119923716533, 0.016495531237976868, 0.015556496292011087, 0.015214836121489494, 0.016357127005461332, 0.01607590555103204, 0.015446337565883768, 0.01556913084231297, 0.016507958764690158, 0.016252321150538963, 0.01684758790214036, 0.01676925153065347, 0.017053331558032143, 0.014815935766555759, 0.015079989685006841, 0.015199051021610246, 0.015357065358049229, 0.015089610374636936, 0.014870024639000771, 0.01503620306596468, 0.014570581081972707, 0.014743831078578434, 0.012865650016804297, 0.013246053505669174, 0.014415179550476893, 0.014782472634898462, 0.01543534358632567, 0.014066558445492879, 0.013557485968183677, 0.012496368269262726, 0.013121070397529076, 0.014386888978277963, 0.013839725733384475, 0.013876940593943258, 0.013396155219383078, 0.013113107681218867, 0.013622391460114009, 0.013934638403020637, 0.012644546517208931, 0.013938090139291955, 0.011532710337947295, 0.013209117466957479, 0.011956862477972063, 0.01291493033941062, 0.014326973992209068, 0.013853494233268725, 0.014399420811912617, 0.011368425996694513, 0.014578868875347376, 0.013906489063666256, 0.01240543846553242, 0.012012078814481093, 0.013114988133319405, 0.01194514564685421, 0.010944393842706237, 0.012610095929917799, 0.012962485554020738, 0.013213085531670318, 0.013519556353748987, 0.013876055359361091, 0.013157031330604137, 0.012041856656816615, 0.012412536507291693, 0.012272992553559021, 0.012759874004969822, 0.011959574075420476, 0.012160486482057978, 0.01338635751119039, 0.01272736012157474, 0.01253155402088356, 0.012589418481989854, 0.011623795712680777, 0.012632488129629171, 0.012257639185169736, 0.010715636499225275, 0.012547335395830306, 0.011675950988984423, 0.01111017729759475, 0.011716189200153349, 0.013144409276900505, 0.012928451820244515, 0.011442571558058353, 0.011918403794940571, 0.011863053581243092, 0.01325062470911721, 0.012522969070184263, 0.012665207765678546, 0.013326304300916064, 0.013178730840649595, 0.01343327278406546, 0.011383016102974972, 0.010711288264917058, 0.012617595887972993, 0.01119713420220648, 0.011686935359017044, 0.010069823802743119, 0.0140810341727244, 0.01323839916022692, 0.011078247170866865, 0.011688661522982223, 0.012400082337799472, 0.012299237274872225, 0.013178514024915995, 0.012076022847873867, 0.011431959741993816, 0.011036469690217713, 0.012048886990247327, 0.01151578277378719, 0.01136752505105314, 0.011586931249673105, 0.011521888966159768, 0.011718589238380303, 0.011548828832383277, 0.012987941929234815, 0.011682199142712433, 0.011319810053693348, 0.011019576796727257, 0.012925724879526004, 0.011467485901701458, 0.012921112793395258, 0.010686510384926014, 0.010704347860594276, 0.011722546317591473, 0.012248627691189173, 0.01210193061492453, 0.011330017154379455, 0.011906928604144468, 0.011095033029140933, 0.009845361182776017, 0.009785973188355265, 0.00997336827576146, 0.010584093665717269, 0.009929496506734126, 0.011259795136943657, 0.011389975971554299, 0.009627507698890451, 0.010745430935766818, 0.009429633090688838, 0.008835433849589326, 0.007959907772702373]"
adanovo,bm-1.0.0,"[9.386718731666565e-07, 0.0038354132737589584, 0.007670826547517917, 0.011506239821276876, 0.015341653095035834, 0.019177066368794793, 0.023012479642553752, 0.026847892916312708, 0.0306823675181985, 0.03451778079195746, 0.03835319406571642, 0.042188607339475374, 0.04602402061323434, 0.04985943388699329, 0.05369484716075225, 0.057529321762638044, 0.061364735036397, 0.06520014831015596, 0.06903556158391493, 0.07287097485767388, 0.07670638813143284, 0.08054180140519179, 0.08437627600707759, 0.08821168928083654, 0.0920471025545955, 0.09588251582835446, 0.09971792910211343, 0.10355334237587238, 0.10738875564963134, 0.11122323025151713, 0.11505864352527609, 0.11889405679903504, 0.122729470072794, 0.12656488334655297, 0.1304002966203119, 0.13423570989407088, 0.13807018449595668, 0.14190559776971562, 0.1457410110434746, 0.14957642431723356, 0.1534118375909925, 0.15724725086475147, 0.1610826641385104, 0.1649171387403962, 0.16875255201415518, 0.17258796528791412, 0.1764233785616731, 0.18025879183543206, 0.184094205109191, 0.18792961838294997, 0.19176409298483577, 0.1955995062585947, 0.19943491953235368, 0.20327033280611262, 0.2071057460798716, 0.21094115935363056, 0.2147765726273895, 0.2186110472292753, 0.22244646050303427, 0.2262818737767932, 0.23011728705055218, 0.23395270032431112, 0.2377881135980701, 0.24162352687182906, 0.24545800147371485, 0.2492934147474738, 0.25312882802123277, 0.25696424129499174, 0.26079965456875065, 0.2646350678425096, 0.2684704811162686, 0.27230589439002756, 0.27614036899191335, 0.2799757822656723, 0.28381119553943124, 0.2876466088131902, 0.2914820220869492, 0.29531743536070815, 0.2991528486344671, 0.30298732323635286, 0.3068227365101118, 0.3106581497838708, 0.31449356305762977, 0.31832897633138874, 0.32216438960514765, 0.3259998028789066, 0.3298342774807924, 0.3336696907545514, 0.33750510402831035, 0.3413405173020693, 0.34517593057582824, 0.3490113438495872, 0.3528467571233462, 0.356681231725232, 0.36051664499899094, 0.3643520582727499, 0.3681874715465088, 0.3720228848202678, 0.37585829809402677, 0.37969371136778574, 0.38352818596967153, 0.38736359924343045, 0.3911990125171894, 0.3950344257909484, 0.39886983906470735, 0.4027052523384663, 0.40654066561222524, 0.41037514021411103, 0.41421055348787, 0.418045966761629, 0.42188138003538794, 0.4257167933091469, 0.4295522065829058, 0.4333876198566648, 0.4372220944585506, 0.44105750773230956, 0.44489292100606853, 0.44872833427982745, 0.4525637475535864, 0.4563991608273454, 0.46023457410110435, 0.46406904870299015, 0.4679044619767491, 0.47173987525050803, 0.475575288524267, 0.479410701798026, 0.48324611507178494, 0.4870815283455439, 0.4909160029474297, 0.4947514162211886, 0.4985868294949476, 0.5024222427687065, 0.5062576560424655, 0.5100930693162244, 0.5139284825899835, 0.5177638958637424, 0.5215983704656282, 0.5254337837393871, 0.5292691970131461, 0.533104610286905, 0.5369400235606641, 0.540775436834423, 0.5446108501081819, 0.5484453247100677, 0.5522807379838267, 0.5561161512575856, 0.5599515645313446, 0.5637869778051036, 0.5676223910788625, 0.5714578043526215, 0.5752922789545073, 0.5791276922282662, 0.5829631055020252, 0.5867985187757842, 0.5906339320495431, 0.5944693453233021, 0.598304758597061, 0.6021392331989468, 0.6059746464727057, 0.6098100597464647, 0.6136454730202237, 0.6174808862939827, 0.6213162995677416, 0.6251517128415005, 0.6289861874433863, 0.6328216007171453, 0.6366570139909042, 0.6404924272646633, 0.6443278405384222, 0.6481632538121811, 0.6519986670859401, 0.6558331416878259, 0.6596685549615848, 0.6635039682353439, 0.6673393815091028, 0.6711747947828617, 0.6750102080566207, 0.6788456213303796, 0.6826800959322654, 0.6865155092060244, 0.6903509224797834, 0.6941863357535423, 0.6980217490273013, 0.7018571623010602, 0.7056925755748192, 0.709527050176705, 0.713362463450464, 0.7171978767242229, 0.7210332899979819, 0.7248687032717408, 0.7287041165454998, 0.7325395298192587, 0.7363740044211445, 0.7402094176949034, 0.7440448309686625, 0.7478802442424214, 0.7517156575161803, 0.7555510707899393, 0.7593864840636982, 0.7632218973374573]","[0.13530233998453758, 0.07926868728394147, 0.06010591606720429, 0.057329361359209054, 0.051595220476242674, 0.051598530203438915, 0.04670443119934413, 0.049306060151876455, 0.045199506112347736, 0.04345103256938322, 0.04126052898412368, 0.039407588550110575, 0.04028192713173472, 0.038921394260048606, 0.03677717170409877, 0.035461065441059224, 0.034761323260207665, 0.034953084171984186, 0.03433569691810245, 0.03383159925495028, 0.03340933824665088, 0.03440366940110217, 0.03190059517472899, 0.029721434515515437, 0.031784312234419104, 0.030350870680266567, 0.029420604131047273, 0.029728973650184575, 0.027758388261595428, 0.028442074993041026, 0.026868642055567583, 0.02362227787472574, 0.02364014093847267, 0.024925067159384043, 0.02303921127173763, 0.021924009430053407, 0.02154950273226891, 0.019564984224195312, 0.015232612655427278, 0.07076412829617225, 0.05389265843770265, 0.05140558527111361, 0.050437792092444145, 0.0456393419974528, 0.04524989169115709, 0.04230576884043752, 0.04374690771857877, 0.04083774386277754, 0.041173150146122876, 0.04147431335183814, 0.041368286809921384, 0.041085061078442314, 0.03981784930687136, 0.040580378555753166, 0.04012915258227069, 0.03866980208609029, 0.03928180195596119, 0.03578176865290158, 0.037410122197924375, 0.03757045724367541, 0.03704579108376914, 0.03508743142186094, 0.0346484183743868, 0.03491396964590235, 0.03628988724166838, 0.0364379465677334, 0.036543495932293814, 0.03580521953009175, 0.033132058448242824, 0.033319572371638545, 0.033955602049756554, 0.033804903983370035, 0.036111391277969515, 0.0331974822090505, 0.032096705398554914, 0.03346925501399542, 0.032018149523229775, 0.03219819063630538, 0.03203485568232073, 0.03505316223342979, 0.03270625129917621, 0.03242016157498348, 0.032523861995981056, 0.03350822453033339, 0.03350303428730818, 0.03202313810043258, 0.0338985098179666, 0.031873193299951114, 0.031755582688052675, 0.03195949929396545, 0.03146622143780044, 0.031182976068551044, 0.03254157283871559, 0.0294804192091027, 0.03139477744323022, 0.031051033162814073, 0.03132435422383252, 0.02866185219313119, 0.030312407979321554, 0.031628630532730864, 0.030577795643792424, 0.029345914086571515, 0.03048271872941174, 0.029549644102869796, 0.029877146044291113, 0.028485336615322744, 0.029285086841297946, 0.030909598361348538, 0.031330613198234776, 0.029680812441665726, 0.03084145171457686, 0.032034376906860174, 0.028936502921446793, 0.027355346548427934, 0.028174240853431, 0.030945819867839317, 0.02842938076325735, 0.031348968362906765, 0.027263629931772573, 0.02859900650296964, 0.02601837292348711, 0.028834143073796892, 0.026804817275417888, 0.028050239924218037, 0.029314184154388842, 0.028952702789981175, 0.026895801763825142, 0.02764384020612875, 0.025730602070458325, 0.02691692518899219, 0.027555901330769052, 0.026872660333211434, 0.027055607503519253, 0.02638340992383654, 0.02953774947647028, 0.026737792427723728, 0.025344206720472422, 0.026024360640151414, 0.02631346445827544, 0.026008515196715452, 0.02501521971131236, 0.026865221307572844, 0.026142142194170152, 0.026457458747573815, 0.024494915052762058, 0.02381429448502909, 0.027197844444345275, 0.02589687457793218, 0.023965872806371746, 0.026009332453732964, 0.024241361091931146, 0.02527483254738478, 0.025192192809364404, 0.02327956948350473, 0.024382020057805, 0.02538477106317224, 0.02295493736093731, 0.024244624043450107, 0.02397532637572967, 0.022785524938494027, 0.02432333944670674, 0.023479114275559994, 0.021420061110143412, 0.023853360945238954, 0.02273455483544105, 0.022581697978382255, 0.023011556458436576, 0.02250012412193529, 0.02090764982300156, 0.023618873083808112, 0.020167660525393302, 0.02262291655651421, 0.020808209058197823, 0.022740895475979336, 0.021041554990560606, 0.021183522521351656, 0.02120901589320045, 0.020955706414068645, 0.021014440933368336, 0.02068361215301072, 0.02119270711453091, 0.019384108869683562, 0.019996541461462, 0.019755563688773105, 0.01927967389494188, 0.016810495132796404, 0.018197095392304824, 0.018081810934672322, 0.017582504630172073, 0.01740769667403199, 0.016499933334497667, 0.015571058508429549, 0.015666361176145692, 0.014014361888391228, 0.013304830424503807, 0.012808305972561194, 0.011104797445469192, 0.008984634330273836, 0.006803131720052461, 0.004819736945385646]"
biatNovo-DDA,bm-1.0.0,"[9.386718731666565e-07, 0.0035782171805112946, 0.007156434361022589, 0.010734651541533883, 0.014312868722045178, 0.01789108590255647, 0.021469303083067767, 0.025046581591705894, 0.02862479877221719, 0.03220301595272849, 0.035781233133239776, 0.03935945031375107, 0.042937667494262366, 0.046514946002900494, 0.05009316318341179, 0.053671380363923084, 0.05724959754443438, 0.060827814724945674, 0.06440603190545698, 0.0679833104140951, 0.07156152759460639, 0.07513974477511769, 0.07871796195562898, 0.08229617913614028, 0.08587439631665157, 0.08945167482528969, 0.09302989200580099, 0.09660810918631228, 0.10018632636682358, 0.10376454354733487, 0.10734276072784617, 0.1109200392364843, 0.1144982564169956, 0.11807647359750689, 0.12165469077801819, 0.12523290795852948, 0.12881112513904078, 0.1323884036476789, 0.1359666208281902, 0.1395448380087015, 0.14312305518921278, 0.14670127236972408, 0.15027948955023537, 0.1538567680588735, 0.1574349852393848, 0.16101320241989608, 0.16459141960040738, 0.16816963678091867, 0.17174785396142997, 0.1753251324700681, 0.17890334965057939, 0.18248156683109068, 0.18605978401160198, 0.18963800119211327, 0.19321621837262457, 0.19679349688126271, 0.200371714061774, 0.2039499312422853, 0.2075281484227966, 0.21110636560330787, 0.21468458278381916, 0.2182618612924573, 0.2218400784729686, 0.2254182956534799, 0.2289965128339912, 0.2325747300145025, 0.23615294719501378, 0.2397302257036519, 0.2433084428841632, 0.2468866600646745, 0.2504648772451858, 0.25404309442569706, 0.2576213116062084, 0.26119859011484653, 0.2647768072953578, 0.2683550244758691, 0.2719332416563804, 0.2755114588368917, 0.279089676017403, 0.2826669545260411, 0.2862451717065524, 0.2898233888870637, 0.293401606067575, 0.2969798232480863, 0.3005580404285976, 0.3041353189372357, 0.307713536117747, 0.3112917532982583, 0.3148699704787696, 0.3184481876592809, 0.32202640483979217, 0.3256036833484303, 0.3291819005289416, 0.3327601177094529, 0.3363383348899642, 0.3399165520704755, 0.34349476925098676, 0.3470720477596249, 0.3506502649401362, 0.3542284821206475, 0.35780669930115877, 0.3613849164816701, 0.36496313366218136, 0.3685404121708195, 0.3721186293513308, 0.3756968465318421, 0.37927506371235337, 0.3828532808928647, 0.38643149807337596, 0.3900087765820141, 0.39358699376252543, 0.3971652109430367, 0.400743428123548, 0.4043216453040593, 0.4078998624845706, 0.4114771409932087, 0.41505535817372, 0.4186335753542313, 0.4222117925347426, 0.4257900097152539, 0.4293682268957652, 0.4329455054044033, 0.4365237225849146, 0.4401019397654259, 0.4436801569459372, 0.4472583741264485, 0.4508365913069598, 0.4544138698155979, 0.4579920869961092, 0.4615703041766205, 0.4651485213571318, 0.4687267385376431, 0.4723049557181544, 0.4758822342267925, 0.4794604514073038, 0.4830386685878151, 0.4866168857683264, 0.49019510294883767, 0.493773320129349, 0.4973505986379871, 0.5009288158184984, 0.5045070329990097, 0.508085250179521, 0.5116634673600323, 0.5152416845405435, 0.5188189630491817, 0.5223971802296931, 0.5259753974102043, 0.5295536145907156, 0.5331318317712269, 0.5367100489517382, 0.5402873274603763, 0.5438655446408877, 0.5474437618213989, 0.5510219790019102, 0.5546001961824215, 0.5581784133629328, 0.5617556918715709, 0.5653339090520823, 0.5689121262325935, 0.5724903434131048, 0.5760685605936161, 0.5796467777741274, 0.5832240562827655, 0.5868022734632768, 0.5903804906437881, 0.5939587078242994, 0.5975369250048107, 0.601115142185322, 0.6046924206939601, 0.6082706378744714, 0.6118488550549827, 0.615427072235494, 0.6190052894160053, 0.6225835065965166, 0.6261607851051547, 0.629739002285666, 0.6333172194661773, 0.6368954366466886, 0.6404736538271999, 0.6440518710077112, 0.6476291495163493, 0.6512073666968606, 0.654785583877372, 0.6583638010578832, 0.6619420182383945, 0.6655202354189058, 0.6690975139275439, 0.6726757311080552, 0.6762539482885666, 0.6798321654690778, 0.6834103826495891, 0.6869885998301004, 0.6905658783387385, 0.6941440955192498, 0.6977223126997611, 0.7013005298802724, 0.7048787470607837, 0.708456964241295, 0.7120351814218063]","[0.1073575888280755, 0.08631365236076488, 0.07318489191765601, 0.062288592336134326, 0.057420320255369445, 0.053446076432717995, 0.05529804760879738, 0.05047088084152333, 0.04542731605253189, 0.044165570718553544, 0.043199547321322265, 0.04148175992169312, 0.042568051600394397, 0.040124509500349806, 0.037957842988596176, 0.037451679259645126, 0.037566334446193825, 0.03693816199739072, 0.03759093701322327, 0.03637031276283051, 0.0346078839483355, 0.033823675964298056, 0.03278747082497345, 0.033495088896315264, 0.03408568424484354, 0.03342839921702704, 0.034156335301818296, 0.031609267709504396, 0.03251935509244003, 0.033427094723042984, 0.030489319762997954, 0.033137589629880684, 0.029574177425656694, 0.030830726716679906, 0.03181861228555026, 0.0306234031795886, 0.03024380741652491, 0.02993176216795663, 0.02987064254521251, 0.030047137082353133, 0.029020286144885277, 0.030793271938874593, 0.030021589619780138, 0.029311462502271776, 0.027917982618341906, 0.028294953987493845, 0.02703965969310844, 0.02817923295066374, 0.02856155566501947, 0.02730575011189144, 0.025951599874278013, 0.027772874776434076, 0.027814275485887864, 0.02877864795133559, 0.02938282910245071, 0.025292558007073244, 0.027120953106475908, 0.027121333329374588, 0.026044982474763223, 0.025465814308278184, 0.025245169144093534, 0.02742402282894126, 0.026613940610750807, 0.02542793694729072, 0.02530989218121371, 0.02829340694073762, 0.025890379633822604, 0.026839759035664337, 0.0247838631557373, 0.024981755391489138, 0.02713614595121581, 0.02582380335815071, 0.026619841952978757, 0.026740585118623223, 0.02453909388271964, 0.02590764564600647, 0.027460452446486747, 0.023776853077803875, 0.025804790161092, 0.02586540098528667, 0.02640922157140677, 0.02623142687228751, 0.026207669554018362, 0.025667729192172254, 0.024326638449518642, 0.024985143523115046, 0.025169901712161324, 0.025453478372778626, 0.0247000896139986, 0.021720069894218437, 0.02466494633288179, 0.022825406024657137, 0.02340550821760175, 0.022498292343625426, 0.02452181308285893, 0.023230625392522027, 0.02258088064608936, 0.022335191446281585, 0.02368512568502322, 0.0226383839218822, 0.02217199410109128, 0.022726740124004056, 0.02250173072951231, 0.023218102131371786, 0.024738659041324447, 0.023487122982981553, 0.022321762225079596, 0.02299374593203244, 0.02187474693909422, 0.02449907069900243, 0.021292319238045667, 0.022491681849771995, 0.022802752998701055, 0.022023533241851235, 0.021522391759363962, 0.02382014191191672, 0.022139626402357233, 0.022665031185724667, 0.021578693601606296, 0.02140780563143144, 0.021156112757871867, 0.023037436934324404, 0.021157103737093043, 0.02160258670778986, 0.02272507002429363, 0.021973108917669935, 0.020390032753416394, 0.021727338315686007, 0.02136858610383186, 0.021304459386659542, 0.02116921522206235, 0.02163708788970809, 0.02114268017946409, 0.022002320947281273, 0.020462936521789814, 0.021696028251906377, 0.02002233741674144, 0.020022434901018158, 0.021456046703101445, 0.021960057853144654, 0.0198301002844834, 0.021764533376535104, 0.021133740262792557, 0.020570668579324335, 0.020285262525392787, 0.021826516792855265, 0.022734804724304572, 0.01958677940731241, 0.021343859746050454, 0.02011189505249635, 0.018474916699066563, 0.01937828674187602, 0.021699964376988044, 0.019557974960482227, 0.021333551157624808, 0.01902726593108597, 0.019106721254295224, 0.02007279427544466, 0.01979211852235641, 0.019656279189897347, 0.0199837674018953, 0.020034985548996787, 0.02008692468064119, 0.019431104193599422, 0.019874351862347817, 0.01926187297996755, 0.01923650740449814, 0.01740005832423581, 0.019079747134134756, 0.018885089460418336, 0.01834112301184883, 0.018938482849891657, 0.018490706461955116, 0.018066940422614673, 0.01883888193303834, 0.019826719340034552, 0.019617305039773048, 0.01845788518301349, 0.017488867414492217, 0.01787034319978292, 0.018128367843079286, 0.017806319524216185, 0.01772997689967107, 0.01796426465439175, 0.018254861910399503, 0.017210690198558795, 0.017154164280812297, 0.016792109563062887, 0.017007771339035985, 0.017446883023804347, 0.016481572817891227, 0.015267153597226583, 0.01605144029248723, 0.014247651820761773, 0.014291834711245194, 0.015104831431202097, 0.01417111706682616, 0.012812297889658777, 0.010993186471827602, 0.004186864070140772]"
