algorithm,version,coverage,metric
casanovo,5.0.0,"[4.776575672900098e-06, 0.003797377659955578, 0.007589978744238256, 0.011382579828520933, 0.01517518091280361, 0.018967781997086288, 0.022760383081368966, 0.026552984165651643, 0.03035036182560722, 0.0341429629098899, 0.037935563994172576, 0.041728165078455254, 0.04552076616273793, 0.04931336724702061, 0.05310596833130329, 0.05690334599125887, 0.060695947075541545, 0.06448854815982422, 0.0682811492441069, 0.07207375032838957, 0.07586635141267226, 0.07965895249695493, 0.08345633015691051, 0.08724893124119319, 0.09104153232547586, 0.09483413340975855, 0.09862673449404122, 0.1024193355783239, 0.10621193666260657, 0.11000931432256215, 0.11380191540684484, 0.11759451649112751, 0.1213871175754102, 0.12517971865969288, 0.12897231974397555, 0.13276492082825822, 0.1365622984882138, 0.14035489957249647, 0.14414750065677914, 0.14794010174106184, 0.1517327028253445, 0.15552530390962718, 0.15931790499390985, 0.16311528265386543, 0.16690788373814813, 0.1707004848224308, 0.17449308590671347, 0.17828568699099615, 0.18207828807527884, 0.18587088915956151, 0.1896682668195171, 0.19346086790379977, 0.19725346898808244, 0.20104607007236514, 0.2048386711566478, 0.20863127224093048, 0.21242387332521315, 0.21622125098516873, 0.2200138520694514, 0.2238064531537341, 0.22759905423801677, 0.23139165532229944, 0.2351842564065821, 0.2389768574908648, 0.2427742351508204, 0.24656683623510306, 0.25035943731938576, 0.2541520384036684, 0.2579446394879511, 0.26173724057223374, 0.26552984165651644, 0.26932244274079914, 0.2731198204007547, 0.27691242148503736, 0.28070502256932006, 0.2844976236536027, 0.2882902247378854, 0.2920828258221681, 0.29587542690645074, 0.2996728045664063, 0.303465405650689, 0.3072580067349717, 0.31105060781925437, 0.31484320890353706, 0.3186358099878197, 0.3224284110721024, 0.326225788732058, 0.3300183898163407, 0.33381099090062333, 0.337603591984906, 0.3413961930691887, 0.34518879415347137, 0.34898139523775407, 0.35277877289770965, 0.3565713739819923, 0.360363975066275, 0.3641565761505577, 0.36794917723484033, 0.37174177831912303, 0.37553437940340567, 0.37933175706336125, 0.38312435814764395, 0.38691695923192665, 0.3907095603162093, 0.394502161400492, 0.3982947624847747, 0.40208736356905733, 0.4058847412290129, 0.4096773423132956, 0.41346994339757825, 0.41726254448186095, 0.42105514556614365, 0.4248477466504263, 0.428640347734709, 0.4324377253946646, 0.4362303264789472, 0.4400229275632299, 0.4438155286475126, 0.44760812973179526, 0.45140073081607796, 0.45519333190036065, 0.45899070956031623, 0.4627833106445989, 0.4665759117288816, 0.4703685128131642, 0.4741611138974469, 0.4779537149817296, 0.48174631606601226, 0.48554369372596784, 0.48933629481025054, 0.49312889589453324, 0.4969214969788159, 0.5007140980630985, 0.5045066991473812, 0.5082993002316639, 0.5120919013159466, 0.5158892789759022, 0.5196818800601849, 0.5234744811444675, 0.5272670822287502, 0.5310596833130329, 0.5348522843973156, 0.5386448854815983, 0.5424422631415539, 0.5462348642258364, 0.5500274653101191, 0.5538200663944018, 0.5576126674786845, 0.5614052685629672, 0.5651978696472499, 0.5689952473072054, 0.5727878483914881, 0.5765804494757708, 0.5803730505600535, 0.5841656516443362, 0.5879582527286189, 0.5917508538129015, 0.5955482314728571, 0.5993408325571398, 0.6031334336414225, 0.6069260347257052, 0.6107186358099879, 0.6145112368942705, 0.6183038379785532, 0.6221012156385087, 0.6258938167227914, 0.6296864178070741, 0.6334790188913568, 0.6372716199756394, 0.6410642210599221, 0.6448568221442048, 0.6486541998041604, 0.6524468008884431, 0.6562394019727258, 0.6600320030570084, 0.6638246041412911, 0.6676172052255738, 0.6714098063098565, 0.675207183969812, 0.6789997850540948, 0.6827923861383774, 0.68658498722266, 0.6903775883069427, 0.6941701893912254, 0.6979627904755081, 0.7017601681354637, 0.7055527692197464, 0.709345370304029, 0.7131379713883117, 0.7169305724725944, 0.7207231735568771, 0.7245157746411598, 0.7283131523011154, 0.732105753385398, 0.7358983544696807, 0.7396909555539634, 0.7434835566382461, 0.7472761577225288, 0.7510687588068113, 0.7548661364667669]","[0.07448077951719075, 0.07717526405622738, 0.07621913935896418, 0.07655428717460774, 0.08149071811394726, 0.08941250476331163, 0.10595616239279668, 0.13824318189288975, 0.17144419826346213, 0.17906122630527666, 0.1704285263081371, 0.1640724155809492, 0.16103275987729693, 0.16160471340625104, 0.1627199125578921, 0.16528179770960566, 0.16585013434736262, 0.1676329895362035, 0.16875236957960782, 0.17008312167343623, 0.17171271961625403, 0.17055837318438455, 0.16847553519981912, 0.1686178131062857, 0.1718327259167353, 0.17532902824993046, 0.1766823944405902, 0.17591945644704865, 0.17780138871256818, 0.178131423257612, 0.17992185356705961, 0.18084198591822326, 0.18178366359190257, 0.181669468650359, 0.18198689282906405, 0.18096310902810436, 0.18268240175493872, 0.18499967832334308, 0.18609880022331837, 0.18560847691767637, 0.18524014524202406, 0.18664545501831936, 0.18863887691795794, 0.1911769662264525, 0.19087984467880786, 0.1912277367708174, 0.19127839165836458, 0.19350866915969844, 0.19526664353233011, 0.19519798907595712, 0.1951689324211222, 0.19683082507168134, 0.20097486849921925, 0.20378066082117385, 0.20387367105211246, 0.20347019052873877, 0.2027462079895445, 0.2057476970038601, 0.20675768493724492, 0.20522423367460668, 0.20394314414847442, 0.205421137929163, 0.20847398556431293, 0.2082381730817825, 0.20614306343716804, 0.20785040398796162, 0.20622712745592187, 0.20705017137439893, 0.2056066354725279, 0.20413073066805937, 0.20310376872166, 0.20385808946949163, 0.204627255593769, 0.20678811180415996, 0.20593426064074716, 0.2045935857563599, 0.2020416286505629, 0.19795518386932684, 0.1986129164799381, 0.19868745576165492, 0.19865953604798403, 0.19660680857084423, 0.1930571164552353, 0.190907654324073, 0.19149049952556402, 0.19376884249462445, 0.19642023849291157, 0.19564343006878554, 0.1933586009343491, 0.19081259636552414, 0.1895481560896346, 0.19248012490165478, 0.19333331015122018, 0.19380901995036065, 0.19079363935354457, 0.19254071139809165, 0.1944862554646571, 0.19590559233244612, 0.1968064334839545, 0.1965331309389881, 0.19708092930115428, 0.1989306354704681, 0.20106337753771242, 0.19858839412587986, 0.19547428803214315, 0.1965684341968113, 0.20169842913161107, 0.2016492745233207, 0.20239893219450286, 0.2001258212828336, 0.20150575395570075, 0.2004426010780247, 0.20192424626347086, 0.20146147556246508, 0.20469831623649917, 0.20698783704908924, 0.20740927167994955, 0.21020460126973872, 0.20665864906858505, 0.20651184639691217, 0.20737545040783334, 0.21070790345869284, 0.2109846085380292, 0.2146645027774096, 0.2186503848161223, 0.21883525294189524, 0.21529071837882607, 0.21461182645947013, 0.21280718564045256, 0.2175696993759013, 0.21811663210697868, 0.21640064672188125, 0.22144562700431533, 0.22519688828729184, 0.2209550656521901, 0.22104413964090813, 0.21980352632098865, 0.22036225712680826, 0.22473523469746753, 0.23176933480929002, 0.2296182701398316, 0.23022672829294755, 0.22858450975568334, 0.233301717735529, 0.23372434124743227, 0.23272328431718436, 0.23073205816082232, 0.23023827253656312, 0.2334450133095815, 0.23439876955218708, 0.23518107787450881, 0.2323800794149239, 0.22890647028426905, 0.23122149599944208, 0.233324012036218, 0.24087513163505586, 0.24135023960146046, 0.24077110301866006, 0.23865717396750166, 0.23792117793328266, 0.2398371699679883, 0.24159342305811934, 0.2376397293218975, 0.2429801147261338, 0.24209050583817682, 0.240410389406188, 0.23811985178910425, 0.23464744608222002, 0.237427681702382, 0.24455891112360673, 0.24577934267141777, 0.24327570483467403, 0.2462788235226866, 0.24795125263472556, 0.24939353834179018, 0.24853805216561467, 0.25288542489266497, 0.25391456838566484, 0.2556561561453843, 0.2545661766793432, 0.25504403902809225, 0.24943584893045387, 0.24669017699980614, 0.24782695161870907, 0.2510240191143107, 0.25022120797062597, 0.25296698311216603, 0.2533010987898764, 0.25437704629639196, 0.2550497390564563, 0.25738961563905133, 0.2582523181172415, 0.2569183456149857, 0.25805678889796163, 0.2555582486095477, 0.2534032992090457, 0.24787325495549895, 0.2488855619956445, 0.24831318762042803, 0.24101762526803533]"
adanovo,bm-1.0.0,"[4.776575672900098e-06, 0.004833894580974899, 0.009663012586276899, 0.014492130591578898, 0.019326025172553798, 0.024155143177855797, 0.028984261183157795, 0.033813379188459794, 0.03864727376943469, 0.043476391774736695, 0.04830550978003869, 0.05313940436101359, 0.05796852236631559, 0.06279764037161759, 0.06762675837691959, 0.07246065295789449, 0.07728977096319649, 0.08211888896849848, 0.08694800697380048, 0.09178190155477538, 0.09661101956007738, 0.10144013756537938, 0.10627403214635428, 0.11110315015165628, 0.11593226815695827, 0.12076138616226027, 0.12559528074323517, 0.13042439874853717, 0.13525351675383918, 0.14008741133481406, 0.14491652934011606, 0.14974564734541806, 0.15457476535072007, 0.15940865993169498, 0.16423777793699695, 0.16906689594229896, 0.17389601394760096, 0.17872990852857587, 0.18355902653387787, 0.18838814453917987, 0.19322203912015476, 0.19805115712545676, 0.20288027513075876, 0.20770939313606077, 0.21254328771703565, 0.21737240572233765, 0.22220152372763965, 0.22703064173294166, 0.23186453631391654, 0.23669365431921854, 0.24152277232452055, 0.24635666690549546, 0.25118578491079746, 0.25601490291609946, 0.26084402092140146, 0.26567791550237635, 0.27050703350767835, 0.27533615151298035, 0.28017004609395524, 0.28499916409925724, 0.28982828210455924, 0.29465740010986124, 0.29949129469083613, 0.30432041269613813, 0.30914953070144013, 0.31397864870674214, 0.318812543287717, 0.323641661293019, 0.328470779298321, 0.3333046738792959, 0.3381337918845979, 0.3429629098898999, 0.3477920278952019, 0.35262592247617686, 0.3574550404814788, 0.3622841584867808, 0.36711805306775575, 0.37194717107305775, 0.37677628907835975, 0.3816054070836617, 0.38643930166463664, 0.39126841966993864, 0.39609753767524064, 0.40092665568054264, 0.4057605502615175, 0.41058966826681953, 0.41541878627212153, 0.4202526808530964, 0.4250817988583984, 0.4299109168637004, 0.4347400348690024, 0.4395739294499773, 0.4444030474552793, 0.4492321654605813, 0.4540612834658833, 0.4588951780468582, 0.4637242960521602, 0.4685534140574622, 0.4733873086384371, 0.4782164266437391, 0.4830455446490411, 0.4878746626543431, 0.492708557235318, 0.49753767524062, 0.502366793245922, 0.5072006878268969, 0.5120298058321989, 0.5168589238375009, 0.5216880418428029, 0.5265219364237778, 0.5313510544290798, 0.5361801724343818, 0.5410092904396838, 0.5458431850206586, 0.5506723030259607, 0.5555014210312627, 0.5603353156122376, 0.5651644336175395, 0.5699935516228416, 0.5748226696281435, 0.5796565642091185, 0.5844856822144204, 0.5893148002197225, 0.5941439182250244, 0.5989778128059994, 0.6038069308113013, 0.6086360488166034, 0.6134699433975783, 0.6182990614028803, 0.6231281794081823, 0.6279572974134843, 0.6327911919944592, 0.6376203099997612, 0.6424494280050632, 0.647283322586038, 0.6521124405913401, 0.656941558596642, 0.6617706766019441, 0.6666045711829189, 0.671433689188221, 0.6762628071935229, 0.681091925198825, 0.6859258197797998, 0.6907549377851019, 0.6955840557904038, 0.7004179503713788, 0.7052470683766807, 0.7100761863819828, 0.7149053043872847, 0.7197391989682597, 0.7245683169735616, 0.7293974349788637, 0.7342313295598385, 0.7390604475651406, 0.7438895655704425, 0.7487186835757446, 0.7535525781567195, 0.7583816961620214, 0.7632108141673234, 0.7680399321726255, 0.7728738267536004, 0.7777029447589023, 0.7825320627642044, 0.7873659573451792, 0.7921950753504813, 0.7970241933557832, 0.8018533113610853, 0.8066872059420601, 0.8115163239473622, 0.8163454419526641, 0.8211745599579662, 0.826008454538941, 0.8308375725442431, 0.835666690549545, 0.84050058513052, 0.8453297031358219, 0.850158821141124, 0.8549879391464259, 0.8598218337274008, 0.8646509517327028, 0.8694800697380048, 0.8743139643189797, 0.8791430823242817, 0.8839722003295837, 0.8888013183348857, 0.8936352129158606, 0.8984643309211626, 0.9032934489264646, 0.9081225669317666, 0.9129564615127416, 0.9177855795180435, 0.9226146975233455, 0.9274485921043204, 0.9322777101096225, 0.9371068281149244, 0.9419359461202265, 0.9467698407012013, 0.9515989587065034, 0.9564280767118053, 0.9612619712927802]","[0.07655660062926871, 0.07957084734287677, 0.0824838218213256, 0.08571044760323042, 0.08388774862738303, 0.0917824539069265, 0.10260432784672086, 0.10882809939432711, 0.11158355640445802, 0.11863473855785656, 0.12363462041197297, 0.12230291945393297, 0.12426908345191137, 0.13580107266509173, 0.1436903242724669, 0.13794454225925032, 0.13417677265653125, 0.13079973265320902, 0.1293860038981796, 0.12842145441844716, 0.12779145570356099, 0.13257208802227705, 0.1345641298562865, 0.1328313568533123, 0.13336722219374877, 0.13425143806722792, 0.1375671224013727, 0.13721604929468514, 0.1383534462690144, 0.14020988060174092, 0.13992320720765258, 0.1420622270429528, 0.1440841758212814, 0.1451714025033077, 0.13964233647198188, 0.13914701665494705, 0.14388077412463912, 0.14102961812532144, 0.14131247138916891, 0.14459103080034566, 0.14479060160035215, 0.14375021957590128, 0.14215145404763846, 0.14682630629355364, 0.14870182680193217, 0.14874644916456314, 0.14826769429005188, 0.1451502452820186, 0.14654475729349375, 0.14880906290543106, 0.14879445967019425, 0.15146496144066626, 0.15422951632871038, 0.15607675917108288, 0.15751689209163272, 0.15407003983862153, 0.1554905677963861, 0.15565443968405704, 0.15412236055086762, 0.15997325407745755, 0.16135139759954356, 0.15580436763471078, 0.15805159878500874, 0.1614598707848939, 0.1628987955605808, 0.16231146305942096, 0.16368430181215524, 0.1670239099366615, 0.16762200393752963, 0.16815203605765186, 0.16753283453971118, 0.1659870739293832, 0.16802729692554352, 0.17265248250208082, 0.1765654776657985, 0.18032645999249297, 0.18168474715898258, 0.18077831291786978, 0.19212003462711458, 0.20461516403102079, 0.2040972889371997, 0.18699910107031836, 0.16215075309038735, 0.15221432838285778, 0.1455096394055555, 0.13911407894686822, 0.13576200787816214, 0.1349070359807158, 0.13608923755461402, 0.13561975037390012, 0.13530984400915425, 0.13671265466007504, 0.13429062492716148, 0.1344454557117155, 0.1369070737133884, 0.13570698300050782, 0.12953026730535716, 0.1288150164629831, 0.13040295351967535, 0.12983193722920927, 0.1331962785179207, 0.133821404409583, 0.1307951851217355, 0.13123749866821946, 0.13521648703860395, 0.13495624397108583, 0.13372067026187567, 0.13472843001798512, 0.1346170683930853, 0.13258030208253385, 0.13253008366466745, 0.1323120805046416, 0.13427902818276968, 0.13466302073481645, 0.13440408224641356, 0.13546178933732111, 0.13570971686572092, 0.1354378195944891, 0.13780258810771784, 0.13673557197736985, 0.13680177342686956, 0.1349170765165337, 0.13094044286487552, 0.1371487333779795, 0.1425551379243838, 0.13856269921059217, 0.13626103997845568, 0.13641382641949265, 0.13693474927053112, 0.1398852197089363, 0.14123865165510457, 0.14449873060779644, 0.14397217597294193, 0.13926468970425843, 0.1414123442180351, 0.14419911043920508, 0.14445798279326305, 0.14211905542032408, 0.14583932637037095, 0.15001962890828333, 0.14475584390865046, 0.14367762865385156, 0.14676559632933328, 0.14663771687796118, 0.14677042140111266, 0.1502083766133907, 0.14799956304085332, 0.1462207628908615, 0.14521360854608795, 0.14455470838457934, 0.14602825542358566, 0.1482587184534992, 0.1493200671517409, 0.1526146210121369, 0.15463087507686438, 0.1542472935046187, 0.15473224707684646, 0.15409613181378828, 0.1525283625391062, 0.1546118742129548, 0.15804769886707404, 0.16032314020028682, 0.16165012006960022, 0.1578064028700578, 0.1587178401831721, 0.15952865723135665, 0.16057463098123043, 0.1649365562832302, 0.16402580581255216, 0.16068760618594646, 0.16757020219538377, 0.1721818738873011, 0.17045825363274547, 0.16602260175529532, 0.1635717249881266, 0.1666710197632626, 0.16863556499957683, 0.16826823419308884, 0.17179623037179403, 0.17149681306013598, 0.16848576795925044, 0.17498496878154265, 0.17645528736249114, 0.1739935166590211, 0.17328572446670826, 0.17233761005396325, 0.16837989653547933, 0.1709600864683326, 0.18026401655047583, 0.17807203332347835, 0.17630571037226989, 0.17805552630157956, 0.17974114958886905, 0.18544213050537622, 0.18848421003431054, 0.1904889443735247, 0.19756884249548975, 0.20827955062207754, 0.21382116742546572, 0.22215561710677248]"
biatNovo-DDA,bm-1.0.0,"[4.776575672900098e-06, 0.004929426094432901, 0.009854075613192901, 0.014778725131952903, 0.019703374650712903, 0.024628024169472906, 0.029552673688232906, 0.03448209978266581, 0.039406749301425806, 0.04433139882018581, 0.04925604833894581, 0.05418069785770581, 0.05910534737646581, 0.06403477347089871, 0.06895942298965871, 0.07388407250841872, 0.07880872202717872, 0.08373337154593871, 0.08865802106469872, 0.09358744715913161, 0.09851209667789163, 0.10343674619665162, 0.10836139571541162, 0.11328604523417163, 0.11821069475293162, 0.12314012084736452, 0.12806477036612451, 0.13298941988488452, 0.13791406940364453, 0.14283871892240452, 0.14776336844116453, 0.15269279453559742, 0.15761744405435743, 0.16254209357311744, 0.16746674309187742, 0.17239139261063743, 0.17731604212939744, 0.18224546822383034, 0.18717011774259035, 0.19209476726135033, 0.19701941678011034, 0.20194406629887035, 0.20686871581763033, 0.21179814191206325, 0.21672279143082324, 0.22164744094958325, 0.22657209046834326, 0.23149673998710324, 0.23642138950586325, 0.24135081560029614, 0.24627546511905615, 0.25120011463781616, 0.25612476415657615, 0.26104941367533613, 0.26597406319409617, 0.27090348928852903, 0.27582813880728907, 0.28075278832604905, 0.28567743784480903, 0.2906020873635691, 0.29552673688232906, 0.300456162976762, 0.30538081249552196, 0.31030546201428194, 0.315230111533042, 0.32015476105180196, 0.32507941057056194, 0.33000883666499486, 0.33493348618375485, 0.3398581357025149, 0.34478278522127487, 0.34970743474003485, 0.3546320842587949, 0.35956151035322775, 0.3644861598719878, 0.3694108093907478, 0.37433545890950776, 0.3792601084282678, 0.3841847579470278, 0.3891141840414607, 0.3940388335602207, 0.39896348307898066, 0.4038881325977407, 0.4088127821165007, 0.41373743163526067, 0.4186668577296936, 0.42359150724845357, 0.4285161567672136, 0.4334408062859736, 0.4383654558047336, 0.4432901053234936, 0.4482195314179265, 0.4531441809366865, 0.4580688304554465, 0.4629934799742065, 0.4679181294929665, 0.4728427790117265, 0.4777722051061594, 0.4826968546249194, 0.4876215041436794, 0.4925461536624394, 0.4974708031811994, 0.5023954526999594, 0.5073248787943923, 0.5122495283131523, 0.5171741778319123, 0.5220988273506723, 0.5270234768694323, 0.5319481263881923, 0.5368775524826253, 0.5418022020013852, 0.5467268515201452, 0.5516515010389053, 0.5565761505576652, 0.5615008000764252, 0.5664302261708581, 0.5713548756896181, 0.5762795252083781, 0.5812041747271381, 0.5861288242458981, 0.5910534737646581, 0.595982899859091, 0.6009075493778511, 0.605832198896611, 0.610756848415371, 0.6156814979341311, 0.620606147452891, 0.6255355735473239, 0.630460223066084, 0.6353848725848439, 0.6403095221036039, 0.645234171622364, 0.6501588211411239, 0.6550882472355568, 0.6600128967543168, 0.6649375462730769, 0.6698621957918368, 0.6747868453105969, 0.6797114948293569, 0.6846409209237897, 0.6895655704425497, 0.6944902199613098, 0.6994148694800697, 0.7043395189988297, 0.7092641685175898, 0.7141935946120226, 0.7191182441307826, 0.7240428936495427, 0.7289675431683026, 0.7338921926870626, 0.7388168422058227, 0.7437462683002556, 0.7486709178190155, 0.7535955673377756, 0.7585202168565356, 0.7634448663752955, 0.7683695158940556, 0.7732989419884885, 0.7782235915072484, 0.7831482410260084, 0.7880728905447685, 0.7929975400635284, 0.7979221895822884, 0.8028516156767214, 0.8077762651954814, 0.8127009147142413, 0.8176255642330014, 0.8225502137517614, 0.8274748632705213, 0.8324042893649543, 0.8373289388837143, 0.8422535884024742, 0.8471782379212343, 0.8521028874399943, 0.8570275369587542, 0.8619569630531871, 0.8668816125719472, 0.8718062620907072, 0.8767309116094671, 0.8816555611282272, 0.8865802106469872, 0.89150963674142, 0.8964342862601801, 0.9013589357789401, 0.9062835852977, 0.9112082348164601, 0.9161328843352201, 0.921062310429653, 0.925986959948413, 0.930911609467173, 0.935836258985933, 0.940760908504693, 0.945685558023453, 0.9506149841178859, 0.9555396336366458, 0.9604642831554059, 0.9653889326741659, 0.9703135821929258, 0.9752382317116859, 0.9801676578061188]","[0.08235170700346772, 0.08411182672191786, 0.08584298224857237, 0.08851023990097492, 0.09753925315497358, 0.1194506801693551, 0.13937312631895693, 0.14833370042310315, 0.1485397088474446, 0.15031276677099548, 0.15072638653405357, 0.15189449491226148, 0.1527319422020988, 0.1581347663414123, 0.15943170965794906, 0.16470182511971485, 0.17276229499971754, 0.17106825934478131, 0.17067377447399795, 0.17428422930040924, 0.179216413948734, 0.18547581487480558, 0.18358073965825505, 0.1770459036661483, 0.17749246467406204, 0.18105628911506425, 0.1808085838250601, 0.18292599140367188, 0.18416110124075546, 0.18248408607351202, 0.18380696859874862, 0.18589174215642196, 0.18535439754129185, 0.18676724522349003, 0.19056261463085006, 0.19320759674731805, 0.1877383796927175, 0.18537951350288343, 0.18535919382741595, 0.18232468799000567, 0.18400889167714346, 0.19196133677757052, 0.19373511161481619, 0.1909255308603799, 0.1888759857357075, 0.19039217365098587, 0.1923954721171452, 0.18817559984794807, 0.1880544061224686, 0.18674614407265053, 0.1898215239073101, 0.19150253865429528, 0.19167528010989754, 0.19541976837208086, 0.19744783472895283, 0.20040611912528905, 0.19588590136034315, 0.19742146060595472, 0.19699862394665363, 0.1945891357050963, 0.19431164654394856, 0.1960805481157443, 0.19840855511295066, 0.19988208410238525, 0.19799038307368472, 0.19623672413321613, 0.1916216816876303, 0.19379459619705702, 0.19695227055328604, 0.19426381741540996, 0.193762585554908, 0.19381397472541773, 0.1966891649782118, 0.20514789800042266, 0.20309003222521, 0.19982941035140628, 0.19565495876376843, 0.19824319431058585, 0.20284508170997437, 0.19928563538046762, 0.19983661660191973, 0.19594441467211293, 0.1939214367200987, 0.19405646074745286, 0.19516633751487364, 0.19655879328838183, 0.2039603996468624, 0.19970617802171708, 0.19554119781118523, 0.19834974314867299, 0.20318266502181104, 0.20210849384615054, 0.19992853160962595, 0.197563751812612, 0.19214452084221895, 0.19804037363659893, 0.19916682530039115, 0.19531324704036637, 0.19832415412554627, 0.19592325594483356, 0.19701978340657472, 0.20141638123985414, 0.19916110008655052, 0.19642819086328395, 0.19837704545215862, 0.19819331164457438, 0.19464316615056693, 0.19304370721271288, 0.19525290416337235, 0.19623223472157741, 0.19606147827343556, 0.20018009127651643, 0.20528628398657392, 0.20410736902776472, 0.19844969659303602, 0.201743445864621, 0.20413361727734275, 0.20317334122399866, 0.20197341608711564, 0.2030236548615415, 0.19923230426857091, 0.20077676529380262, 0.20544595143023311, 0.20264899208797404, 0.20039499420148568, 0.20408118059200167, 0.20610409857117465, 0.20386109784764642, 0.20615229976623686, 0.20413465770696185, 0.20334261341411636, 0.20487232388111232, 0.20120853758540308, 0.20137781784259445, 0.20522164200436033, 0.21092303784166389, 0.21479125593005766, 0.21156706294382557, 0.2113974256473085, 0.21056649319084325, 0.20742256540173745, 0.20596527363872666, 0.2091151219472721, 0.2108850705393084, 0.20888709136045316, 0.2132290442762359, 0.20762937154900846, 0.2049141553520414, 0.21048650709979705, 0.21334910084987405, 0.2202712671837957, 0.21985450974339282, 0.21425104489495164, 0.21920977825573745, 0.21942220617277822, 0.21892122053896002, 0.22049533661240503, 0.21964299803978232, 0.22475388526140505, 0.22571299892077817, 0.22059204123020076, 0.22021809093226336, 0.21996116933870374, 0.2238468754268875, 0.22431733209375682, 0.22576801352915682, 0.22284775993398273, 0.22494077538451224, 0.22632335043303348, 0.22660832681759896, 0.22034851428424673, 0.21642195637897943, 0.22214772034536315, 0.2327767126216559, 0.23484858804155354, 0.2318803014588937, 0.23624037473373996, 0.23104541095203718, 0.2324635735929787, 0.2368094666514703, 0.23736838149442194, 0.2415300790165525, 0.243665354717991, 0.24065173716006188, 0.2503930588495408, 0.25546451294654965, 0.255127226327834, 0.2560495044660167, 0.253024515362836, 0.24993578588197995, 0.2568920831913889, 0.2611066250953684, 0.26617412601127727, 0.2687580181242344, 0.2697021463666718, 0.2707538830887851, 0.2724236850500972, 0.27190484690443606, 0.27081065044181385, 0.28741392646445224]"
