algorithm,version,coverage,metric,auc
casanovo,5.0.0,"[1.0764262648008611e-05, 0.005026910656620021, 0.010053821313240043, 0.015080731969860064, 0.020107642626480085, 0.025134553283100106, 0.03015069967707212, 0.03517761033369214, 0.040204520990312166, 0.045231431646932184, 0.05025834230355221, 0.055285252960172226, 0.06030139935414424, 0.06532831001076427, 0.07035522066738428, 0.0753821313240043, 0.08040904198062433, 0.08543595263724435, 0.09045209903121636, 0.09547900968783639, 0.1005059203444564, 0.10553283100107642, 0.11055974165769644, 0.11558665231431647, 0.12060279870828848, 0.1256297093649085, 0.13065662002152853, 0.13568353067814853, 0.14071044133476857, 0.1457373519913886, 0.1507534983853606, 0.15578040904198062, 0.16080731969860065, 0.16583423035522066, 0.1708611410118407, 0.17588805166846072, 0.18090419806243271, 0.18593110871905275, 0.19095801937567278, 0.19598493003229278, 0.2010118406889128, 0.20602798708288483, 0.21105489773950484, 0.21608180839612487, 0.22110871905274487, 0.2261356297093649, 0.23116254036598494, 0.23617868675995693, 0.24120559741657696, 0.246232508073197, 0.251259418729817, 0.25628632938643703, 0.26131324004305706, 0.2663293864370291, 0.2713562970936491, 0.2763832077502691, 0.2814101184068891, 0.28643702906350915, 0.2914639397201292, 0.2964800861141012, 0.3015069967707212, 0.3065339074273412, 0.31156081808396124, 0.3165877287405813, 0.3216146393972013, 0.32663078579117333, 0.3316576964477933, 0.33668460710441334, 0.34171151776103337, 0.3467384284176534, 0.35176533907427343, 0.35678148546824545, 0.36180839612486543, 0.36683530678148546, 0.3718622174381055, 0.3768891280947255, 0.38191603875134555, 0.3869321851453175, 0.39195909580193755, 0.3969860064585576, 0.4020129171151776, 0.40703982777179765, 0.41205597416576967, 0.41708288482238964, 0.4221097954790097, 0.4271367061356297, 0.43216361679224974, 0.43719052744886977, 0.4422066738428418, 0.44723358449946177, 0.4522604951560818, 0.45728740581270183, 0.46231431646932186, 0.4673412271259419, 0.47235737351991386, 0.4773842841765339, 0.4824111948331539, 0.48743810548977395, 0.492465016146394, 0.497491926803014, 0.502508073196986, 0.5075349838536061, 0.512561894510226, 0.517588805166846, 0.5226157158234661, 0.5276426264800861, 0.5326587728740582, 0.5376856835306781, 0.5427125941872982, 0.5477395048439182, 0.5527664155005382, 0.5577933261571583, 0.5628094725511302, 0.5678363832077503, 0.5728632938643703, 0.5778902045209903, 0.5829171151776104, 0.5879440258342303, 0.5929601722282024, 0.5979870828848224, 0.6030139935414424, 0.6080409041980624, 0.6130678148546824, 0.6180839612486545, 0.6231108719052745, 0.6281377825618946, 0.6331646932185145, 0.6381916038751345, 0.6432185145317546, 0.6482346609257266, 0.6532615715823467, 0.6582884822389666, 0.6633153928955866, 0.6683423035522067, 0.6733692142088267, 0.6783853606027987, 0.6834122712594187, 0.6884391819160387, 0.6934660925726588, 0.6984930032292788, 0.7035199138858989, 0.7085360602798708, 0.7135629709364909, 0.7185898815931109, 0.7236167922497309, 0.7286437029063509, 0.7336706135629709, 0.738686759956943, 0.743713670613563, 0.748740581270183, 0.753767491926803, 0.758794402583423, 0.7638213132400431, 0.7688374596340151, 0.773864370290635, 0.7788912809472551, 0.7839181916038751, 0.7889451022604952, 0.7939720129171152, 0.7989881593110872, 0.8040150699677072, 0.8090419806243272, 0.8140688912809473, 0.8190958019375673, 0.8241119483315393, 0.8291388589881593, 0.8341657696447793, 0.8391926803013994, 0.8442195909580194, 0.8492465016146394, 0.8542626480086114, 0.8592895586652314, 0.8643164693218515, 0.8693433799784714, 0.8743702906350915, 0.8793972012917115, 0.8844133476856836, 0.8894402583423036, 0.8944671689989235, 0.8994940796555436, 0.9045209903121636, 0.9095479009687837, 0.9145640473627556, 0.9195909580193756, 0.9246178686759957, 0.9296447793326157, 0.9346716899892358, 0.9396986006458558, 0.9447147470398277, 0.9497416576964478, 0.9547685683530678, 0.9597954790096879, 0.9648223896663078, 0.9698493003229279, 0.9748654467168999, 0.9798923573735199, 0.98491926803014, 0.9899461786867599, 0.99497308934338, 1.0]","[1.0, 0.892933618843683, 0.8586723768736617, 0.8565310492505354, 0.8517130620985011, 0.8385438972162741, 0.8350589075330239, 0.835985312117503, 0.8326639892904953, 0.8155640171346977, 0.7931034482758621, 0.7679127725856698, 0.7367011781506605, 0.700774427418026, 0.6664626682986536, 0.63372840211338, 0.6049531459170013, 0.5752803326193776, 0.5488516006188267, 0.525140924464487, 0.5027310699368105, 0.48123215014279885, 0.4615908869632947, 0.44384429130191844, 0.4270796144234202, 0.41204695398851854, 0.3973471741637832, 0.3842126140420468, 0.3714810281517748, 0.3589629957899402, 0.34773295251695824, 0.33685737976782754, 0.32679563558471114, 0.3172140724393094, 0.30838530838530837, 0.29975520195838434, 0.29162203974770917, 0.2837955190181208, 0.27649379932356255, 0.2696764980502005, 0.26325372175216877, 0.2571055381400209, 0.25118580098944254, 0.24564112782703995, 0.24015383866413514, 0.23505331302361004, 0.230034924330617, 0.22524041748325055, 0.22076936808282757, 0.2162622950819672, 0.2119355667894782, 0.2078625729766055, 0.20398747734387873, 0.20014550157626707, 0.1965171169026935, 0.19294282598535598, 0.1896109857323184, 0.1863209319804585, 0.18318129778040404, 0.18011836038194823, 0.17718671902891825, 0.1743161147592794, 0.17153814262023218, 0.1688483900581415, 0.16620925095387912, 0.1636896915370419, 0.16124111518613482, 0.1588656563718908, 0.1565600882028666, 0.15429032658636532, 0.15208543713087916, 0.14994720168954592, 0.14786385814590028, 0.1458376126060037, 0.14386614948185028, 0.14194727672578755, 0.14007891770011274, 0.13826294998052635, 0.13651717793095872, 0.1347885032537961, 0.13310306048678608, 0.13145924789760408, 0.129858934169279, 0.12829380339123028, 0.12676595093589024, 0.12532446258914845, 0.12386669323503038, 0.12246706881693956, 0.12107787054842871, 0.11971695388466352, 0.11838629061049626, 0.11708488300927451, 0.11581177675848099, 0.11456605859590935, 0.11334943712684016, 0.11215585469796388, 0.11098714744734024, 0.10984254576772741, 0.10872131147540984, 0.10762273622260207, 0.10656984341194868, 0.10551431601272535, 0.10447949261818258, 0.10346476998585809, 0.10246956808304669, 0.10149332898119058, 0.10053754749009781, 0.09959760565354046, 0.09867507636161689, 0.097769480200452, 0.09688035519551332, 0.09600725602578204, 0.09515157310892225, 0.09430922050348801, 0.09348165128995284, 0.09266847967812837, 0.09186933318560375, 0.09108385206883925, 0.09031332825037215, 0.08955411948949651, 0.0888075687254552, 0.08807336201249845, 0.08735119570179443, 0.08664228491814699, 0.08594330333235442, 0.08525550947664257, 0.0845786368813859, 0.08391242747267576, 0.08325663124424734, 0.0826123777419837, 0.08197666754547851, 0.08135066633962881, 0.08073415338677745, 0.08012691459034611, 0.07952874224694674, 0.0789406873790105, 0.07836003087148954, 0.07778785414972794, 0.07722397280474365, 0.0766682077361689, 0.07612038496259008, 0.07558148367591876, 0.0750490270025645, 0.07452401995296373, 0.07400630727121266, 0.07349573798584745, 0.07299216526306523, 0.07249650268127769, 0.07200648420199447, 0.07152304551597229, 0.07104605498036416, 0.0705753844407876, 0.07011090911653209, 0.06965348267413371, 0.06920102375785901, 0.06875440511892093, 0.06831351440419631, 0.06787824212407734, 0.06744848156182212, 0.06702503166006521, 0.06660597378603082, 0.06619212346993081, 0.06578338424107792, 0.06537966199700371, 0.06498171368861023, 0.06458774196061122, 0.064198518594988, 0.06381395826118187, 0.06343397766103942, 0.06305849546866088, 0.06268822217461978, 0.0623214912060931, 0.06195902609128837, 0.06160075282930091, 0.06124659912100358, 0.06089649432040736, 0.0605511063508678, 0.0602088855002481, 0.05987051121594301, 0.05953591900721611, 0.05920504581697013, 0.058877829982129544, 0.058554900368395654, 0.05823481212688751, 0.057918204361037055, 0.05760502061043953, 0.057295205629325933, 0.05698870535407455, 0.056686112756939064, 0.05638607745576951, 0.056089201560350854, 0.0557954354286996, 0.0555047304534095, 0.05521703903483945, 0.05493292110638768, 0.05465111169698567, 0.05437217893091728, 0.05409607898571211, 0.0538227689245183, 0.05355220667384284]",0.19681644564457823
adanovo,bm-1.0.0,"[1.0764262648008611e-05, 0.005026910656620021, 0.010053821313240043, 0.015080731969860064, 0.020107642626480085, 0.025134553283100106, 0.03015069967707212, 0.03517761033369214, 0.040204520990312166, 0.045231431646932184, 0.05025834230355221, 0.055285252960172226, 0.06030139935414424, 0.06532831001076427, 0.07035522066738428, 0.0753821313240043, 0.08040904198062433, 0.08543595263724435, 0.09045209903121636, 0.09547900968783639, 0.1005059203444564, 0.10553283100107642, 0.11055974165769644, 0.11558665231431647, 0.12060279870828848, 0.1256297093649085, 0.13065662002152853, 0.13568353067814853, 0.14071044133476857, 0.1457373519913886, 0.1507534983853606, 0.15578040904198062, 0.16080731969860065, 0.16583423035522066, 0.1708611410118407, 0.17588805166846072, 0.18090419806243271, 0.18593110871905275, 0.19095801937567278, 0.19598493003229278, 0.2010118406889128, 0.20602798708288483, 0.21105489773950484, 0.21608180839612487, 0.22110871905274487, 0.2261356297093649, 0.23116254036598494, 0.23617868675995693, 0.24120559741657696, 0.246232508073197, 0.251259418729817, 0.25628632938643703, 0.26131324004305706, 0.2663293864370291, 0.2713562970936491, 0.2763832077502691, 0.2814101184068891, 0.28643702906350915, 0.2914639397201292, 0.2964800861141012, 0.3015069967707212, 0.3065339074273412, 0.31156081808396124, 0.3165877287405813, 0.3216146393972013, 0.32663078579117333, 0.3316576964477933, 0.33668460710441334, 0.34171151776103337, 0.3467384284176534, 0.35176533907427343, 0.35678148546824545, 0.36180839612486543, 0.36683530678148546, 0.3718622174381055, 0.3768891280947255, 0.38191603875134555, 0.3869321851453175, 0.39195909580193755, 0.3969860064585576, 0.4020129171151776, 0.40703982777179765, 0.41205597416576967, 0.41708288482238964, 0.4221097954790097, 0.4271367061356297, 0.43216361679224974, 0.43719052744886977, 0.4422066738428418, 0.44723358449946177, 0.4522604951560818, 0.45728740581270183, 0.46231431646932186, 0.4673412271259419, 0.47235737351991386, 0.4773842841765339, 0.4824111948331539, 0.48743810548977395, 0.492465016146394, 0.497491926803014, 0.502508073196986, 0.5075349838536061, 0.512561894510226, 0.517588805166846, 0.5226157158234661, 0.5276426264800861, 0.5326587728740582, 0.5376856835306781, 0.5427125941872982, 0.5477395048439182, 0.5527664155005382, 0.5577933261571583, 0.5628094725511302, 0.5678363832077503, 0.5728632938643703, 0.5778902045209903, 0.5829171151776104, 0.5879440258342303, 0.5929601722282024, 0.5979870828848224, 0.6030139935414424, 0.6080409041980624, 0.6130678148546824, 0.6180839612486545, 0.6231108719052745, 0.6281377825618946, 0.6331646932185145, 0.6381916038751345, 0.6432185145317546, 0.6482346609257266, 0.6532615715823467, 0.6582884822389666, 0.6633153928955866, 0.6683423035522067, 0.6733692142088267, 0.6783853606027987, 0.6834122712594187, 0.6884391819160387, 0.6934660925726588, 0.6984930032292788, 0.7035199138858989, 0.7085360602798708, 0.7135629709364909, 0.7185898815931109, 0.7236167922497309, 0.7286437029063509, 0.7336706135629709, 0.738686759956943, 0.743713670613563, 0.748740581270183, 0.753767491926803, 0.758794402583423, 0.7638213132400431, 0.7688374596340151, 0.773864370290635, 0.7788912809472551, 0.7839181916038751, 0.7889451022604952, 0.7939720129171152, 0.7989881593110872, 0.8040150699677072, 0.8090419806243272, 0.8140688912809473, 0.8190958019375673, 0.8241119483315393, 0.8291388589881593, 0.8341657696447793, 0.8391926803013994, 0.8442195909580194, 0.8492465016146394, 0.8542626480086114, 0.8592895586652314, 0.8643164693218515, 0.8693433799784714, 0.8743702906350915, 0.8793972012917115, 0.8844133476856836, 0.8894402583423036, 0.8944671689989235, 0.8994940796555436, 0.9045209903121636, 0.9095479009687837, 0.9145640473627556, 0.9195909580193756, 0.9246178686759957, 0.9296447793326157, 0.9346716899892358, 0.9396986006458558, 0.9447147470398277, 0.9497416576964478, 0.9547685683530678, 0.9597954790096879, 0.9648223896663078, 0.9698493003229279, 0.9748654467168999, 0.9798923573735199, 0.98491926803014, 0.9899461786867599, 0.99497308934338, 1.0]","[1.0, 0.974304068522484, 0.9657387580299786, 0.9514632405424697, 0.9309421841541756, 0.9083511777301927, 0.8796858264905391, 0.8531211750305998, 0.8133868808567604, 0.7693955259400286, 0.7277789676590276, 0.6873052959501558, 0.6485183862906105, 0.6101499423298731, 0.5731334149326806, 0.5389118949021848, 0.5085676037483267, 0.4822980975179539, 0.458764726883256, 0.43573844419391206, 0.41458712648602336, 0.39575683394532846, 0.37824944017135625, 0.3619854721549637, 0.3476436986790432, 0.3339902321994688, 0.32138737848080406, 0.30963903213010713, 0.2988066095471236, 0.28872147130511855, 0.27925740806854693, 0.2703150912106136, 0.2619318562152754, 0.2539919511878489, 0.24651924651924653, 0.2394736842105263, 0.23295251695822922, 0.22665431598448446, 0.22068771138669674, 0.21502718734552645, 0.20964978044339724, 0.20454545454545456, 0.19967358596419646, 0.1950283949387267, 0.19059442091426904, 0.18635757806549885, 0.18230500582072176, 0.1784330705072695, 0.1747143877186719, 0.1711912568306011, 0.16776625824693686, 0.1644756184636062, 0.16131158345691218, 0.15827338129496402, 0.15534134634455948, 0.15251596821934882, 0.1497915311938186, 0.14716272078166104, 0.14462458913468995, 0.14217768580038484, 0.13980721171010355, 0.1375144853741616, 0.13529574350469872, 0.1331474618340077, 0.131066336434835, 0.12905351964144476, 0.1270974651910032, 0.12519982096041946, 0.1233580091352969, 0.12156960139078604, 0.11983230821016555, 0.11814753356464022, 0.11650600975841961, 0.11490947504328179, 0.11335610490360679, 0.11184417216462457, 0.11037204058624578, 0.10894118956212095, 0.10754400900777195, 0.1061822125813449, 0.10485447291616462, 0.10355952821706246, 0.10229885057471265, 0.10106588897204945, 0.09986229407864539, 0.0986870290567274, 0.0975391053103517, 0.09641757971192909, 0.09532387234974805, 0.09425243092326947, 0.09320480780673569, 0.092180217503884, 0.09117790868239074, 0.09019716233646582, 0.08923932364067272, 0.08829962344134028, 0.0873795073188147, 0.08647836936598724, 0.08559562841530055, 0.08473072678884393, 0.08388492599018915, 0.08305408271474019, 0.08223953630006091, 0.08144081191248648, 0.08065745298758006, 0.07988902035986781, 0.07913669064748201, 0.07839682889231447, 0.07767067317227974, 0.07695784612361206, 0.07625798410967441, 0.07557073660240453, 0.07489719804915368, 0.07423415225962997, 0.07358274300531766, 0.07294266661699512, 0.07231362990046719, 0.0716953496887587, 0.07108884290019242, 0.07049124259715947, 0.06990360585505177, 0.06932568555596863, 0.0687572426870808, 0.0681992337164751, 0.06764904037175877, 0.0671076532885492, 0.06657486271909692, 0.06605046552422075, 0.06553426491506986, 0.06502714999750918, 0.06452675982072238, 0.0640340119368817, 0.0635487325955016, 0.06307075327352671, 0.06259991048020973, 0.06213703151280505, 0.061679976058844836, 0.061229595346800926, 0.06078574422178414, 0.06034828170750501, 0.05991707085698548, 0.05949288242711514, 0.05907376678232011, 0.05866051500217206, 0.058253004879209806, 0.05785111757840777, 0.057454737521640896, 0.05706458381907204, 0.056678872790956854, 0.05629834095287386, 0.05592288468404141, 0.05555240310957272, 0.05518679801011852, 0.05482674133706685, 0.05447059478106048, 0.054119045315717464, 0.05377200450388597, 0.05342938616238931, 0.05309110629067245, 0.05275779376498801, 0.05242793836102446, 0.05210218201170835, 0.05178044878151983, 0.051462664599048545, 0.051149425287356325, 0.050839316083970555, 0.050532944486024724, 0.0502302433267916, 0.04993114703932269, 0.0496355916091007, 0.049344136288605234, 0.04905546925890665, 0.04877016003487141, 0.04848815036774721, 0.04820938334831156, 0.04793380336858598, 0.04766193617487403, 0.04739256193346162, 0.047126215461634736, 0.04686284599643383, 0.046602403903367846, 0.04634484064523001, 0.04609065122465073, 0.045838698349525926, 0.04558948508096907, 0.04534296697698115, 0.0450991005516463, 0.04485784324955898, 0.04461966182033636, 0.044383493330008725, 0.04414981172067014, 0.04391857791734425, 0.04368975365940735, 0.04346330147948368, 0.04323966212112847, 0.043017839880481586, 0.042798281948436594, 0.042580953830763546, 0.0423658217303344, 0.04215285252960172]",0.16923171187878583
biatNovo-DDA,bm-1.0.0,"[1.0764262648008611e-05, 0.005026910656620021, 0.010053821313240043, 0.015080731969860064, 0.020107642626480085, 0.025134553283100106, 0.03015069967707212, 0.03517761033369214, 0.040204520990312166, 0.045231431646932184, 0.05025834230355221, 0.055285252960172226, 0.06030139935414424, 0.06532831001076427, 0.07035522066738428, 0.0753821313240043, 0.08040904198062433, 0.08543595263724435, 0.09045209903121636, 0.09547900968783639, 0.1005059203444564, 0.10553283100107642, 0.11055974165769644, 0.11558665231431647, 0.12060279870828848, 0.1256297093649085, 0.13065662002152853, 0.13568353067814853, 0.14071044133476857, 0.1457373519913886, 0.1507534983853606, 0.15578040904198062, 0.16080731969860065, 0.16583423035522066, 0.1708611410118407, 0.17588805166846072, 0.18090419806243271, 0.18593110871905275, 0.19095801937567278, 0.19598493003229278, 0.2010118406889128, 0.20602798708288483, 0.21105489773950484, 0.21608180839612487, 0.22110871905274487, 0.2261356297093649, 0.23116254036598494, 0.23617868675995693, 0.24120559741657696, 0.246232508073197, 0.251259418729817, 0.25628632938643703, 0.26131324004305706, 0.2663293864370291, 0.2713562970936491, 0.2763832077502691, 0.2814101184068891, 0.28643702906350915, 0.2914639397201292, 0.2964800861141012, 0.3015069967707212, 0.3065339074273412, 0.31156081808396124, 0.3165877287405813, 0.3216146393972013, 0.32663078579117333, 0.3316576964477933, 0.33668460710441334, 0.34171151776103337, 0.3467384284176534, 0.35176533907427343, 0.35678148546824545, 0.36180839612486543, 0.36683530678148546, 0.3718622174381055, 0.3768891280947255, 0.38191603875134555, 0.3869321851453175, 0.39195909580193755, 0.3969860064585576, 0.4020129171151776, 0.40703982777179765, 0.41205597416576967, 0.41708288482238964, 0.4221097954790097, 0.4271367061356297, 0.43216361679224974, 0.43719052744886977, 0.4422066738428418, 0.44723358449946177, 0.4522604951560818, 0.45728740581270183, 0.46231431646932186, 0.4673412271259419, 0.47235737351991386, 0.4773842841765339, 0.4824111948331539, 0.48743810548977395, 0.492465016146394, 0.497491926803014, 0.502508073196986, 0.5075349838536061, 0.512561894510226, 0.517588805166846, 0.5226157158234661, 0.5276426264800861, 0.5326587728740582, 0.5376856835306781, 0.5427125941872982, 0.5477395048439182, 0.5527664155005382, 0.5577933261571583, 0.5628094725511302, 0.5678363832077503, 0.5728632938643703, 0.5778902045209903, 0.5829171151776104, 0.5879440258342303, 0.5929601722282024, 0.5979870828848224, 0.6030139935414424, 0.6080409041980624, 0.6130678148546824, 0.6180839612486545, 0.6231108719052745, 0.6281377825618946, 0.6331646932185145, 0.6381916038751345, 0.6432185145317546, 0.6482346609257266, 0.6532615715823467, 0.6582884822389666, 0.6633153928955866, 0.6683423035522067, 0.6733692142088267, 0.6783853606027987, 0.6834122712594187, 0.6884391819160387, 0.6934660925726588, 0.6984930032292788, 0.7035199138858989, 0.7085360602798708, 0.7135629709364909, 0.7185898815931109, 0.7236167922497309, 0.7286437029063509, 0.7336706135629709, 0.738686759956943, 0.743713670613563, 0.748740581270183, 0.753767491926803, 0.758794402583423, 0.7638213132400431, 0.7688374596340151, 0.773864370290635, 0.7788912809472551, 0.7839181916038751, 0.7889451022604952, 0.7939720129171152, 0.7989881593110872, 0.8040150699677072, 0.8090419806243272, 0.8140688912809473, 0.8190958019375673, 0.8241119483315393, 0.8291388589881593, 0.8341657696447793, 0.8391926803013994, 0.8442195909580194, 0.8492465016146394, 0.8542626480086114, 0.8592895586652314, 0.8643164693218515, 0.8693433799784714, 0.8743702906350915, 0.8793972012917115, 0.8844133476856836, 0.8894402583423036, 0.8944671689989235, 0.8994940796555436, 0.9045209903121636, 0.9095479009687837, 0.9145640473627556, 0.9195909580193756, 0.9246178686759957, 0.9296447793326157, 0.9346716899892358, 0.9396986006458558, 0.9447147470398277, 0.9497416576964478, 0.9547685683530678, 0.9597954790096879, 0.9648223896663078, 0.9698493003229279, 0.9748654467168999, 0.9798923573735199, 0.98491926803014, 0.9899461786867599, 0.99497308934338, 1.0]","[1.0, 0.9229122055674518, 0.9207708779443254, 0.8822269807280514, 0.8377944325481799, 0.7850107066381157, 0.73545162441985, 0.6759485924112607, 0.6168674698795181, 0.56282722513089, 0.5165988434354252, 0.47644080996884736, 0.4409139593002499, 0.4109408469270061, 0.3844859241126071, 0.3599885763244324, 0.3390896921017403, 0.32065011969257906, 0.3040580744972034, 0.28883878241262684, 0.27546321088143944, 0.262749898000816, 0.2509979554084315, 0.24017507915813, 0.23027490182077828, 0.22148916116870876, 0.21329708353929808, 0.20571201904006348, 0.19843941248470012, 0.19174237388285692, 0.18543377365226704, 0.17951907131011607, 0.17404110047526608, 0.16883032584707258, 0.16392616392616394, 0.15924112607099145, 0.15482565750327265, 0.15069762056388583, 0.14684329199549043, 0.14307683857856868, 0.13949876834100888, 0.13620689655172413, 0.13301371958994238, 0.12991929859519777, 0.12696558103305583, 0.12414318354912414, 0.12149010477299185, 0.11890980356410373, 0.11643163156015708, 0.11409836065573771, 0.11181561134435782, 0.10962241169305725, 0.10751359367276322, 0.10556947700266753, 0.10361378872624856, 0.10172924131484655, 0.09991202233867574, 0.09815858699736942, 0.09646563504080954, 0.09483353302109429, 0.09325240985362371, 0.09175826105277944, 0.09027777777777778, 0.08884430995205875, 0.0874891224312203, 0.08614553124176114, 0.08487228587192885, 0.08363706119317092, 0.08240667821704205, 0.08121197069415124, 0.08005140916184705, 0.07892593151304872, 0.07782934666190647, 0.07676281581032307, 0.07572512012968216, 0.07471510581783909, 0.07373167981961669, 0.0727758304122851, 0.0718424738417598, 0.07095986984815618, 0.07007256272257477, 0.06920717194689797, 0.06836468129571578, 0.06754071282938034, 0.06673636966389555, 0.06595095889720522, 0.06518381986649398, 0.0644343222947187, 0.06370341520410895, 0.06298738808125541, 0.062287278352969176, 0.061602561084694696, 0.06093273417308901, 0.06030035010134513, 0.059659997265393554, 0.0590317707276376, 0.058416636915387364, 0.05781419075591281, 0.057224043715846995, 0.05664582296557544, 0.056080371869845554, 0.05552492046659597, 0.05498036415565869, 0.05444638549205557, 0.05392267924450578, 0.05340895181361949, 0.05290598981488966, 0.052411363135873155, 0.051925899480344324, 0.05144934656578559, 0.0509814612868048, 0.050522009301607516, 0.05007172229128813, 0.049628450106157115, 0.049192957402431466, 0.04876504116529449, 0.048344505382896606, 0.04793116074697913, 0.04752568710743202, 0.04712616780371897, 0.04673330953230989, 0.04634694708517004, 0.04596692067282368, 0.04559386973180077, 0.045226043844040976, 0.04486410528841211, 0.044507913840295135, 0.044157333693158815, 0.0438122332859175, 0.043473207020806696, 0.04313867650935935, 0.04280925517128607, 0.04248482684755445, 0.0421652788738746, 0.041850501950252576, 0.04154104915743709, 0.0412354896123738, 0.0409343923947714, 0.040637660462878165, 0.04034519956850054, 0.04005691815719816, 0.03977333151026237, 0.03949313621964097, 0.0392168611531375, 0.03894442461025824, 0.038675747145115305, 0.03841075148918689, 0.03814991839589648, 0.03789205540519026, 0.03763765490669657, 0.03738664762584791, 0.03713896612381547, 0.03689454473710171, 0.03665383269163458, 0.03641573471318088, 0.036180710070620105, 0.03594869964023838, 0.03571964580519286, 0.03549349240780911, 0.035270659876593106, 0.035050138567201745, 0.03483235763704098, 0.034617266320229545, 0.03440481509711672, 0.034195402298850576, 0.03398808210108144, 0.03378326063953338, 0.03358089301060787, 0.03338093538022135, 0.0331833449521516, 0.032988495608674284, 0.03279551034724658, 0.03260476991095336, 0.03241623535821302, 0.03222986864297234, 0.03204563258911085, 0.03186387867870792, 0.03168379140495468, 0.03150572831423895, 0.031329655469525985, 0.031155539688206592, 0.030983348521249274, 0.03081341289737886, 0.030644972492098795, 0.030478363621546736, 0.030313556574498635, 0.030150522278909606, 0.02998923228481752, 0.029829998632696777, 0.029672110709387856, 0.0295158853638188, 0.02936129647283127, 0.029208318457693682, 0.029056926269991897, 0.028907414564125215, 0.02875911767290623, 0.028612334561033455, 0.02846704216775765, 0.02832321789836963, 0.028180839612486543]",0.12188753404069431
